J000655.5+201238 1.73156 20.21066 4.50000 1.80000e-04 nan
J000657.4+141545 1.73954 14.26266 3.80000 1.27000e-02 4.74379e-04
J000700.4+200908 1.75183 20.15244 4.20000 3.34000e-04 nan
J000701.6+510502 1.75671 51.08406 4.90000 9.81000e-03 nan
J000703.0+200513 1.76267 20.08707 5.20000 1.06000e-04 nan
J000705.5+200613 1.77319 20.10366 4.60000 3.51000e-04 nan
J000705.8-274711 1.77426 -27.78661 4.70000 2.29000e-03 nan
J000707.0+201641 1.77918 20.27809 5.00000 4.08000e-04 nan
J000709.2+200827 1.78840 20.14099 4.20000 5.19000e-04 nan
J000710.0+005329 1.79168 0.89148 3.00000 7.19000e-02 6.17198e-03
J000710.5+201351 1.79393 20.23091 3.70000 1.84000e-03 nan
J000711.0-161830 1.79621 -16.30845 6.30000 1.65000e-03 nan
J000711.4+201451 1.79759 20.24753 4.30000 7.89000e-04 nan
J000711.6+004003 1.79845 0.66765 5.70000 1.12000e-03 nan
J000713.1-295030 1.80483 -29.84178 6.60000 3.03000e-03 nan
J000714.6+200741 1.81105 20.12817 5.20000 6.62000e-04 nan
J000715.9-161447 1.81662 -16.24657 5.80000 1.34000e-03 nan
J000716.1-160612 1.81738 -16.10347 5.10000 7.74000e-04 nan
J000716.4+422814 1.81837 42.47057 5.60000 1.33000e-02 nan
J000717.3+004642 1.82228 0.77847 5.20000 8.14000e-04 nan
J000717.4+201145 1.82252 20.19595 4.70000 7.32000e-04 nan
J000717.4+421648 1.82265 42.28017 4.60000 1.77000e-02 nan
J000717.7+201308 1.82383 20.21890 6.30000 5.69000e-04 nan
J000719.4-162138 1.83110 -16.36083 4.90000 2.60000e-03 nan
J000721.0-294935 1.83771 -29.82646 4.70000 3.05000e-04 nan
J000723.7-295210 1.84876 -29.86957 4.90000 4.73000e-04 nan
J000726.6+005510 1.86103 0.91954 5.60000 1.89000e-03 nan
J000727.2+004002 1.86362 0.66732 4.10000 8.40000e-03 nan
J000728.2-294013 1.86790 -29.67028 4.40000 3.98000e-04 nan
J000731.4-294044 1.88121 -29.67892 4.70000 2.17000e-04 nan
J000731.6-294631 1.88179 -29.77529 4.50000 4.61000e-04 nan
J000734.4-293854 1.89337 -29.64841 5.40000 1.65000e-04 3.60775e-04
J000735.1-294120 1.89639 -29.68905 4.30000 8.47000e-04 nan
J000735.3+004743 1.89713 0.79540 4.60000 3.23000e-03 1.95703e-03
J000737.0-294200 1.90450 -29.70021 4.00000 9.91000e-04 nan
J000737.1-295529 1.90486 -29.92478 5.10000 2.84000e-04 nan
J000738.6-160749 1.91097 -16.13054 5.20000 1.17000e-03 nan
J000739.3-294233 1.91395 -29.70941 4.30000 3.13000e-04 nan
J000743.0-160414 1.92926 -16.07072 3.90000 7.54000e-03 nan
J000744.8-295251 1.93684 -29.88093 4.10000 8.48000e-04 nan
J000745.5-293817 1.93961 -29.63831 4.60000 3.93000e-04 nan
J000746.3+005213 1.94315 0.87029 5.30000 1.41000e-03 nan
J000749.0+511222 1.95427 51.20617 6.00000 4.18000e-03 nan
J000750.2+005812 1.95955 0.97013 4.40000 5.63000e-03 nan
J000751.1-161437 1.96306 -16.24361 9.50000 1.35000e-03 nan
J000751.7-295009 1.96579 -29.83607 5.00000 1.92000e-04 nan
J000752.2-161104 1.96768 -16.18470 3.80000 1.36000e-02 nan
J000755.6+503618 1.98179 50.60519 5.10000 8.84000e-03 2.24341e-02
J000755.9-295503 1.98295 -29.91771 4.50000 5.06000e-04 nan
J000756.5-294711 1.98549 -29.78642 4.70000 1.51000e-04 nan
J000758.1-294520 1.99214 -29.75567 3.70000 4.43000e-03 nan
J000758.2-294133 1.99269 -29.69256 5.70000 2.59000e-04 nan
J000759.5-294334 1.99800 -29.72616 4.90000 1.06000e-04 nan
J000802.8-030949 2.01177 -3.16366 5.90000 9.72000e-03 nan
J000804.0+502932 2.01669 50.49242 5.30000 3.28000e-03 nan
J000804.4-294144 2.01848 -29.69571 5.00000 2.15000e-04 nan
J000805.9-293349 2.02474 -29.56383 5.60000 3.18000e-04 nan
J000807.4-293816 2.03115 -29.63792 5.20000 2.56000e-04 nan
J000807.9-294906 2.03312 -29.81851 3.90000 8.41000e-04 nan
J000809.8-294047 2.04116 -29.67978 5.30000 2.13000e-04 nan
J000810.0-293629 2.04207 -29.60807 7.60000 1.93000e-04 nan
J000810.8-294407 2.04541 -29.73546 4.70000 3.18000e-04 nan
J000812.5-294753 2.05227 -29.79815 5.40000 1.84000e-04 nan
J000812.5-295124 2.05242 -29.85668 4.10000 7.79000e-04 nan
J000813.5+004308 2.05632 0.71892 6.20000 1.51000e-03 nan
J000814.9-294540 2.06208 -29.76112 5.00000 2.86000e-04 nan
J000815.1-161258 2.06324 -16.21636 4.70000 1.93000e-03 nan
J000815.5+004513 2.06464 0.75382 5.20000 9.91000e-04 nan
J000816.0-295033 2.06701 -29.84272 4.00000 9.58000e-04 nan
J000819.1-294416 2.07967 -29.73780 4.70000 2.10000e-04 5.17515e-04
J000819.2-295026 2.08003 -29.84065 4.60000 5.32000e-04 nan
J000825.0-293742 2.10447 -29.62838 4.80000 2.52000e-04 nan
J000825.4-293413 2.10622 -29.57032 7.60000 1.25000e-03 nan
J000825.7+063700 2.10743 6.61682 4.10000 3.62000e-02 3.06533e+00
J000826.5-294808 2.11078 -29.80225 4.50000 3.21000e-04 nan
J000826.9+502821 2.11220 50.47250 5.90000 2.36000e-03 nan
J000829.5-295211 2.12319 -29.86982 4.40000 5.84000e-04 nan
J000830.7-294023 2.12804 -29.67324 4.70000 3.65000e-04 nan
J000832.4-295132 2.13504 -29.85902 4.10000 6.72000e-04 nan
J000832.7+503102 2.13641 50.51744 5.60000 3.28000e-03 nan
J000835.0-294642 2.14624 -29.77852 4.50000 2.53000e-04 nan
J000839.2-294236 2.16352 -29.71027 10.20000 2.89000e-04 nan
J000840.3-294538 2.16810 -29.76080 5.10000 2.17000e-04 nan
J000842.5-004402 2.17719 -0.73391 5.00000 1.47000e-03 nan
J000843.6+544102 2.18182 54.68402 5.30000 7.07000e-04 nan
J000843.9+063251 2.18308 6.54757 5.00000 2.19000e-03 nan
J000844.9-293750 2.18711 -29.63082 4.80000 1.63000e-03 nan
J000849.7+475024 2.20715 47.84028 3.60000 3.13000e-03 nan
J000852.0-002738 2.21697 -0.46074 4.80000 4.03000e-03 nan
J000852.5+474230 2.21906 47.70851 4.20000 2.01000e-04 nan
J000853.9+474909 2.22475 47.81927 4.00000 4.65000e-04 nan
J000855.8-294722 2.23250 -29.78958 4.50000 3.54000e-03 nan
J000859.1+255305 2.24657 25.88485 4.10000 1.18000e-02 nan
J000901.9+061459 2.25798 6.24989 4.00000 1.66000e-02 8.41934e-05
J000902.3-004459 2.25972 -0.74981 4.70000 1.73000e-03 2.34200e-03
J000902.6+062652 2.26086 6.44784 6.30000 2.01000e-03 nan
J000904.1+062820 2.26728 6.47246 4.10000 1.34000e-02 nan
J000904.2+474656 2.26754 47.78244 3.60000 6.70000e-04 nan
J000904.3-004335 2.26794 -0.72661 4.30000 1.72000e-03 nan
J000907.1+473522 2.27988 47.58968 5.80000 9.94000e-04 nan
