MJD mag magerr flux fluxerr
58703.3974585597 2.8066278874 0.0328404138 0.0753960936 0.0022805922
58703.3974932955 2.8218195529 0.0331933186 0.0743484945 0.0022730711
58703.3975280313 2.8131992772 0.0326924367 0.0749411389 0.0022566164
58703.3975627671 2.8315335828 0.033580767 0.073686269 0.0022791208
58703.3975975029 2.7834927653 0.0321826444 0.07701989 0.0022830466
58703.3976322387 2.7800930756 0.0322759736 0.0772614349 0.0022968481
58703.3976669745 2.7733192788 0.0320466029 0.0777449679 0.0022947979
58703.3977017103 2.7930866574 0.0330307814 0.0763423171 0.0023225996
58703.3977364461 2.8016101756 0.0322393546 0.0757453418 0.0022492226
58703.3977711819 2.8558846126 0.0339712558 0.072052019 0.002254488
58703.3978059177 2.778924867 0.0324977119 0.0773446099 0.0023151173
58703.3978406535 2.7896823474 0.0322257932 0.0765820629 0.002273112
58703.3978753893 2.7811053803 0.0325037799 0.0771894325 0.0023109039
58703.3979101251 2.7452798604 0.0315894954 0.0797789022 0.0023212446
58703.3979448609 2.7494415686 0.0317578472 0.079473689 0.0023246875
58703.3979795967 2.8062697796 0.0332982034 0.0754209656 0.002313146
58703.3980143325 2.8113764756 0.0333544084 0.0750670605 0.0023061779
58703.3980490683 2.8011643377 0.0326004168 0.0757764517 0.0022753467
58703.3980838041 2.825006729 0.0333775403 0.0741305647 0.0022789867
58703.3981185399 2.8252258135 0.0335799992 0.0741156078 0.0022923478
58703.3981532757 2.7979879212 0.0327283542 0.0759984669 0.0022909687
58703.3981880115 2.7995717039 0.0328222423 0.0758876874 0.0022941918
58703.3982227473 2.7859385657 0.0324392293 0.0768465852 0.0022960707
58703.3982574831 2.7745811914 0.0326294158 0.0776546602 0.002333818
58703.3982922189 2.769132055 0.0320279146 0.0780453761 0.0023023217
58703.3983269547 2.7655615117 0.032003767 0.078302458 0.002308164
58703.3983616905 2.740768531 0.0313495837 0.0801110802 0.0023132072
58703.3983964263 2.8373018487 0.0336313267 0.0732958289 0.0022704577
58703.3984311621 2.7976090722 0.0329902899 0.0760249899 0.00231011
58703.3984658979 2.7944370721 0.0322108296 0.0762474232 0.0022621284
58703.3985006337 2.8171164472 0.0330736514 0.0746712499 0.0022747084
58703.3985353695 2.8326339368 0.0335530473 0.0736116284 0.0022749327
58703.3985701053 2.813633961 0.0329937188 0.0749111416 0.002276501
58703.3986048411 2.842309989 0.0337826913 0.0729585181 0.0022701806
58703.3986395769 2.8078179244 0.0324802973 0.0753134999 0.0022531131
58703.3986743127 2.8541049119 0.0341149135 0.072170221 0.0022677359
58703.3987090485 2.8683029511 0.0343475364 0.0712326038 0.0022535364
58703.3987437843 2.8605612379 0.0341645439 0.0717423345 0.0022575704
58703.39877852 2.9264949181 0.035691517 0.0675152737 0.0022195105
58703.3988132558 2.9382745407 0.0362114549 0.0667867306 0.0022275441
58703.3988479916 2.9194088889 0.0355083666 0.0679573514 0.0022225795
58703.3988827274 2.948262889 0.0361705377 0.0661751363 0.0022046516
58703.3989174632 2.9875696533 0.0372278791 0.0638222541 0.0021884196
58703.398952199 2.9470199424 0.0367140867 0.0662509367 0.0022403451
58703.3989869348 2.9365137509 0.0363601207 0.0668951296 0.0022403196
58703.3990216706 3.0206245806 0.0382407755 0.0619084838 0.0021805549
58703.3990564064 2.9660269837 0.0365978951 0.0651012319 0.0021944994
58703.3990911422 3.0072141845 0.0377990794 0.062677884 0.0021821556
58703.399125878 2.9453666509 0.0367124395 0.0663518964 0.0022436585
58703.3991606138 2.9262996951 0.0356106631 0.0675274145 0.0022148807
58703.3991953496 2.9127476958 0.0357067896 0.068375564 0.0022487537
58703.3992300854 2.8532716867 0.0338976163 0.0722256278 0.0022550213
58703.3992648212 2.9004109553 0.0346133117 0.069156916 0.0022047986
58703.399299557 2.9040380916 0.0355840672 0.0689262678 0.0022590743
58703.3993342928 2.891087464 0.0345749563 0.0697533411 0.0022213491
58703.3993690286 2.8329712286 0.0332966073 0.073588764 0.0022568446
58703.3994037644 2.866699073 0.0340768654 0.0713379082 0.0022390829
58703.3994385002 2.8777228695 0.0347970877 0.0706172583 0.0022633093
58703.399473236 2.8662379135 0.034352657 0.071368215 0.0022581632
58703.3995079718 2.7935376574 0.0326021825 0.0763106121 0.0022915101
58703.3995427076 2.8077915755 0.0324851015 0.0753153277 0.002253501
58703.3995774434 2.8179385687 0.033274336 0.0746147301 0.0022867787
58703.3996121792 2.7703094507 0.0319706014 0.0779607879 0.0022957109
58703.399646915 2.8325651655 0.0336743028 0.0736162912 0.0022832986
58703.3996816508 2.7748306836 0.0320746403 0.0776368179 0.0022936106
58703.3997163866 2.7848275944 0.0326750341 0.0769252581 0.0023151289
58703.3997511224 2.7553227017 0.031588697 0.0790443658 0.0022998144
58703.3997858582 2.7566186885 0.0314496287 0.0789500709 0.0022869581
58703.399820594 2.8392856326 0.0336178524 0.07316203 0.0022654051
58703.3998553298 2.7720661067 0.032038716 0.077834754 0.0022968827
58703.3998900656 2.8244072419 0.0334068893 0.074171507 0.0022822505
58703.3999248014 2.8279779741 0.0333345605 0.073927975 0.002269832
58703.3999595372 2.7997600916 0.0327605337 0.0758745212 0.0022894813
58703.399994273 2.8228231873 0.0333877417 0.0742797999 0.0022842726
58703.4000290088 2.8460167003 0.0339436704 0.0727098619 0.0022732243
58703.4000637446 2.7558670724 0.0317176225 0.0790047442 0.0023080433
58703.4000984804 2.7958938565 0.0331070762 0.076145187 0.0023219531
58703.4001332162 2.7849567524 0.0321395235 0.0769161077 0.0022769154
58703.400167952 2.8613096312 0.0341334215 0.0716928999 0.0022539596
58703.4002026878 2.754365712 0.0319035568 0.0791140678 0.002324786
58703.4002374236 2.7724128461 0.0320380888 0.0778099008 0.0022961044
58703.4002721594 2.7855480094 0.032248662 0.0768742331 0.0022834035
